River,Station,Country,Latitude_DD,Longitude_DD,Catchment_area_km2,Altitude_m_ASL,Date,Time,Value
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-01,--:--,104.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-02,--:--,104.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-03,--:--,104.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-04,--:--,104.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-05,--:--,105.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-06,--:--,107.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-07,--:--,108.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-08,--:--,109.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-09,--:--,111.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-10,--:--,112.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-11,--:--,114.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-12,--:--,116.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-13,--:--,117.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-14,--:--,118.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-15,--:--,120.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-16,--:--,121.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-17,--:--,123.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-18,--:--,125.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-19,--:--,127.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-20,--:--,130.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-21,--:--,131.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-22,--:--,133.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-23,--:--,135.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-24,--:--,137.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-25,--:--,139.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-26,--:--,139.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-27,--:--,139.000
NAREV,OSTROLEKA,PL,53.08388889,21.56277778,21920.95,89.443,2023-01-28,--:--,140.000
